display,name,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales
Насадки для систем отбеливания,Насадки для систем отбеливания,"89,873","1,059",2550.0%,100.0%,67.4%,17
Акции / Серьги медицинские,Серьги медицинские,"88,952",779,2750.0%,100.0%,62.2%,19
Таймеры для аквариума,Таймеры для аквариума,"88,526","2,422",2150.0%,100.0%,75.5%,5
Для ремонта / Вторичная оптика,Вторичная оптика,"86,988","1,426",2850.0%,70.0%,15.6%,1
Кольца сварные,Кольца сварные,"84,647",921,3250.0%,70.0%,7.0%,4
Продукты / Куличи,Куличи,"83,912",435,1650.0%,100.0%,67.3%,23
Шапки-ушанки для малышей,Шапки-ушанки для малышей,"83,433",718,3450.0%,33.3%,32.1%,27
Таблетки для ирригаторов,Таблетки для ирригаторов,"83,068","1,123",3250.0%,96.8%,60.1%,7
Продукты / Мацони,Мацони,"82,196",483,1650.0%,98.8%,66.7%,7
Для ремонта / Пассаметр,Пассаметры,"82,118",830,3100.0%,100.0%,62.3%,24
Продукты / Лапша WOK,Лапша WOK,"81,866",144,1650.0%,100.0%,51.5%,3
Дом / Литьевые камни,Литьевые камни,"81,576",922,2950.0%,70.0%,10.0%,13
Продукты / Кашаса,Кашаса,"81,100","2,490",450.0%,70.0%,43.2%,1
Термободи для малышей,Термободи для малышей,"78,389",860,3450.0%,70.0%,4.0%,13
Дом / Дамару,Дамару,"77,830","1,860",2850.0%,100.0%,67.2%,11
Сад и дача / Тазики детские,Тазики детские,"76,958",980,2650.0%,80.0%,13.8%,25
Продукты / Орехи в сиропе,Орехи в сиропе,"76,713",570,2150.0%,100.0%,64.5%,20
Товары для взрослых / Топы эротик,Топы эротик,"73,970","1,018",2950.0%,100.0%,62.6%,12
Товары для взрослых / Галстуки эротик,Галстуки эротик,"73,653",750,2950.0%,50.0%,49.2%,2
Автотовары / Накидки,Накидки для санок,"73,014","3,220",2450.0%,84.4%,72.6%,9
Композиции живых цветов,Композиции живых цветов,"72,369","1,365",3250.0%,66.7%,59.0%,14
Для ремонта / Картон асбестовый,Картон асбестовый,"72,222","1,041",2850.0%,70.0%,12.5%,4
Раздельные купальники,Раздельные купальники,"71,601","1,891",1500.0%,100.0%,49.7%,3
Женщинам / Торсеты,Торсеты,"71,255","1,309",3450.0%,42.9%,51.2%,14
Аксессуары / Пояса,Пояса от колик,"70,867","1,346",2650.0%,100.0%,67.6%,4
Спорт / Кастет,Кастеты,"70,343","1,011",2250.0%,100.0%,69.6%,8
Кронштейны для скейтбордов,Кронштейны для скейтбордов,"69,845","1,367",2750.0%,100.0%,66.6%,17
Бестабачные смеси для кальянов,Бестабачные смеси для кальянов,"68,728",456,2850.0%,100.0%,54.0%,5
Спорт / Канторез,Канторезы,"68,273",847,2750.0%,66.7%,58.3%,30
Для ремонта / Двери под заказ,Двери под заказ,"67,108","16,912",2350.0%,70.0%,28.3%,5
Станки-счетчики для отжиманий,Станки-счетчики для отжиманий,"65,936","1,263",2750.0%,70.0%,15.5%,14
Мужчинам / Капри,Капри для малышей,"64,968",722,3450.0%,100.0%,54.4%,9
Мужчинам / Парки,Парки для малышей,"61,558","3,213",3450.0%,100.0%,14.3%,6
Зоотовары / Пилочки для животных,Пилочки для животных,"59,550","2,017",2150.0%,100.0%,74.5%,17
Товары для взрослых / Помады эротик,Помады эротик,"59,255",928,2950.0%,100.0%,61.9%,8
Дом / Ленты для эмбоссеров,Ленты для эмбоссеров,"58,695",503,2450.0%,70.0%,4.1%,20
Термомайки для малышей,Термомайки для малышей,"55,895",673,2950.0%,70.0%,5.2%,15
Спорт / Прессы для приманки,Прессы для приманки,"55,445","1,262",2750.0%,70.0%,15.5%,14
Термомайки спортивные,Термомайки спортивные,"55,249",870,3450.0%,70.0%,4.2%,20
Для ремонта / Профили монтажные,Профили маячковые,"55,158","1,054",2850.0%,100.0%,63.9%,9
Дом / Кабасы,Кабасы,"54,947","1,030",2850.0%,70.0%,12.3%,8
Продукты / Голубцы,Голубцы,"54,250",691,1650.0%,70.0%,18.6%,1
Бытовая техника / Электрощетки,Щетки для сукна,"53,813","1,562",2950.0%,100.0%,65.4%,9
Для ремонта / Резонатор,Резонаторы,"52,591",666,2850.0%,70.0%,6.0%,6
Лампы для микроэлектроники,Лампы для микроэлектроники,"52,591",878,2850.0%,70.0%,10.3%,11
Продукты / Баурсак,Баурсак,"52,460",548,2150.0%,100.0%,63.9%,4
Душевые кабины для инвалидов,Душевые кабины для инвалидов,"51,834","3,214",2750.0%,100.0%,68.6%,11
Портновские гладильные болванки,Портновские гладильные болванки,"51,681",940,2950.0%,100.0%,62.0%,12
Автотовары / Чехлы,Чехлы для дубинок,"51,007",797,2750.0%,70.0%,9.9%,10
Полупальто для малышей,Полупальто для малышей,"50,952","1,630",2950.0%,70.0%,15.6%,7
Здоровье / Иглы Губера,Иглы кулинарные,"50,350","1,077",2950.0%,100.0%,63.8%,19
Товары для взрослых / Манжеты эротик,Манжеты эротик,"50,151",944,2950.0%,100.0%,62.0%,2
Аксессуары / Капоры,Капоры для малышей,"49,455",939,3450.0%,100.0%,57.0%,8
Товары для взрослых / Дезодоранты эротик,Дезодоранты эротик,"48,685","1,299",2950.0%,100.0%,64.3%,12
Спорт / Гурта для лошади,Троки для лошади,"48,384","1,096",2950.0%,100.0%,63.2%,7
Для ремонта / Тавр,Тавры,"48,134","2,100",2850.0%,70.0%,18.3%,4
Продукты / Смузи,Смузи детские,"47,067","1,255",2450.0%,100.0%,67.2%,7
Пустышки для медикаментов,Пустышки для медикаментов,"45,007",668,2550.0%,100.0%,62.1%,20
Подставки для кальянов,Подставки для кальянов,"44,849",759,2850.0%,100.0%,61.0%,12
Продукты / Ягоды свежие,Ягоды свежие,"44,772","3,249",1650.0%,70.0%,32.3%,2
Комплекты для режима циркуляции,Комплекты для режима циркуляции,"44,624",964,1950.0%,70.0%,20.6%,17
Фуа-гра,Фуа-гра,"43,352",418,1650.0%,70.0%,7.3%,2
Для ремонта / Растворители,Растворители,"43,107",890,2350.0%,100.0%,57.0%,16
Физические подарочные сертификаты Wildberries,Физические подарочные сертификаты Wildberries,"42,250","25,025",2350.0%,70.0%,28.5%,1
Спорт / Утяжелители,Утяжелители эротик,"40,528","1,650",2450.0%,70.0%,20.7%,3
Икра имитированная красная,Икра имитированная красная,"40,413",627,2150.0%,55.6%,55.5%,4
Комбидрессы послеоперационные,Комбидрессы послеоперационные,"38,219",427,2550.0%,100.0%,55.8%,16
Ботинки для лыжероллеров,Ботинки для лыжероллеров,"38,120","4,769",2950.0%,100.0%,68.8%,1
Канцтовары / Клей,Клей для подков,"37,895",590,2450.0%,70.0%,7.7%,7
Продукты / Тефтели,Тефтели,"37,865",370,1650.0%,70.0%,3.6%,2
Акции / Филе,Филе кальмаров,"37,856",592,1650.0%,70.0%,15.7%,1
Термоколготки для малышей,Термоколготки для малышей,"37,628",423,3450.0%,100.0%,46.6%,6
Спорт / Тиски спортивные,Тиски спортивные,"37,541","1,589",2750.0%,100.0%,67.7%,5
Автотовары / Пружины подвески,Пружины для шейкера,"36,762",439,2450.0%,92.3%,57.0%,15
Икра имитированная черная,Икра имитированная черная,"36,656",571,2150.0%,66.7%,57.5%,4
Товары для взрослых / Печенье эротик,Печенье эротик,"36,366",662,2950.0%,70.0%,4.9%,2
Товары для взрослых / Накидки эротик,Накидки эротик,"36,268","1,537",2950.0%,90.0%,64.7%,5
Автотовары / Накидки,Накидки,"36,065","1,552",1500.0%,100.0%,48.1%,2
Спорт / Дубинки рыболовные,Дубинки рыболовные,"36,022",822,2750.0%,70.0%,10.4%,10
Продукты / Колбаски,Колбаски,"35,967",351,2150.0%,100.0%,55.7%,2
